jour,mois,lum,agg,int,atm,col,catr,circ,vosp,prof,plan,surf,infra,situ,vma,place,sexe,an_nais,trajet,locp,senc,catv,obs,obsm,manv,nb_v,nb_u,hr,has_ceinture,has_gants,has_casque,has_airbag,has_gilet,has_de,choc_avant,choc_arriere,choc_gauche,choc_droit,target
31,7,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,80,conducteur,masculin,1995,personnelle,sans,croissant,2rm,aucun,aucun,1,2,3,11,0,1,1,0,0,0,1,1,1,1,0
8,4,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1974,personnelle,sans,croissant,vl,aucun,autre,1,2,2,15,1,0,0,0,0,0,1,0,0,0,0
13,1,crepuscule_aube,oui,simple,normale,autres,route_principale,simple,sans,incline,courbe,humide,aucun,particuliere,50,conducteur,masculin,1998,personnelle,sans,inconnu,vl,structurel,aucun,13,1,1,6,0,0,0,0,0,0,1,0,0,0,1
30,12,nocturne,non,aucun,normale,autres,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1959,personnelle,sans,croissant,2rm,aucun,autre,1,1,2,22,0,0,1,0,0,0,1,0,0,0,1
1,8,jour,non,aucun,normale,sans_collision,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1990,personnelle,sans,croissant,2rm,structurel,aucun,1,1,1,11,0,1,1,0,0,0,0,0,0,0,1
31,5,crepuscule_aube,oui,aucun,normale,deux_vl,route_urbaine,simple,avec,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,2001,personnelle,sans,croissant,vl,structurel,vehicule,1,2,3,21,1,0,0,0,0,0,1,0,1,0,1
11,7,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1984,personnelle,sans,decroissant,2rm,aucun,vehicule,23,2,3,22,0,0,1,0,0,0,0,1,0,0,0
7,7,nocturne,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,passager,feminin,1996,personnelle,sans,croissant,vl,aucun,vehicule,1,2,7,23,0,0,0,0,0,0,1,0,0,0,1
1,7,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,passager,feminin,2018,personnelle,sans,decroissant,vl,aucun,vehicule,13,3,5,9,1,0,0,0,0,0,1,0,1,0,1
2,4,crepuscule_aube,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,particuliere,90,conducteur,masculin,1980,personnelle,sans,croissant,2rm,structurel,aucun,14,1,1,20,0,1,1,0,0,0,1,0,0,1,1
25,9,jour,oui,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2000,personnelle,sans,decroissant,vl,aucun,vehicule,21,2,3,16,0,0,0,0,0,0,1,0,1,0,0
7,6,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,courbe,humide,aucun,normale,80,conducteur,feminin,2000,personnelle,sans,croissant,vl,aucun,vehicule,26,2,3,19,1,0,0,0,0,0,0,0,0,1,0
6,10,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,autre,aucun,particuliere,50,conducteur,masculin,1969,personnelle,sans,decroissant,vl,aucun,aucun,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1
21,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,routiers,normale,50,passager_avant,masculin,2010,personnelle,sans,inconnu,vl,aucun,vehicule,13,2,3,19,0,0,0,0,0,0,1,0,0,0,0
15,6,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1995,personnelle,sans,croissant,2rm,aucun,vehicule,0,2,2,18,0,1,1,0,0,0,0,0,0,0,1
20,7,jour,non,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,130,passager_avant,feminin,1958,personnelle,sans,decroissant,vl,aucun,vehicule,2,3,8,12,0,0,0,0,0,0,1,0,0,0,0
30,9,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,2002,personnelle,autre,inconnu,vl,aucun,pieton,1,1,2,16,0,0,0,0,0,0,1,0,0,1,1
4,4,jour,oui,simple,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1943,personnelle,sans,decroissant,2rm,aucun,vehicule,17,2,3,11,0,1,1,0,0,0,1,0,0,0,1
11,3,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,2018,autre,chaussee,inconnu,vl,aucun,pieton,1,1,3,17,0,0,0,0,0,0,1,0,0,1,1
21,6,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,passager_avant,feminin,2019,domicile,sans,inconnu,cycle_edp,aucun,vehicule,1,2,3,9,0,0,1,0,0,0,0,0,0,1,0
27,4,jour,oui,simple,normale,sans_collision,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,conducteur,feminin,1986,personnelle,sans,decroissant,cycle_edp,aucun,aucun,7,1,1,14,0,0,0,0,0,0,0,0,0,0,0
28,9,nocturne,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1988,personnelle,sans,decroissant,2rm,structurel,aucun,17,1,2,21,0,0,0,0,0,0,1,0,0,0,0
30,5,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1983,autre,sans,inconnu,2rm,aucun,vehicule,18,2,2,14,0,1,1,0,0,0,0,0,0,1,1
18,1,crepuscule_aube,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1973,domicile,sans,decroissant,2rm,aucun,aucun,26,1,1,7,0,1,1,0,0,0,1,0,0,0,1
1,12,nocturne,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,feminin,1961,personnelle,sans,decroissant,vl,aucun,vehicule,11,3,3,19,1,0,0,0,0,0,1,0,1,0,0
25,10,jour,non,simple,normale,deux_vl,route_principale,simple,sans,incline,rectiligne,normale,aucun,normale,70,conducteur,masculin,1999,professionnelle,sans,decroissant,pl,aucun,aucun,23,2,2,12,1,0,0,0,0,0,0,0,1,0,0
15,3,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,avec,plat,rectiligne,humide,aucun,normale,30,pieton,masculin,2002,personnelle,chaussee,inconnu,vl,aucun,pieton,1,1,2,9,0,0,0,0,0,0,1,0,0,1,0
2,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2001,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,20,1,0,0,0,0,0,0,0,0,1,0
8,6,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,70,conducteur,masculin,1981,autre,sans,decroissant,vl,aucun,vehicule,19,2,3,6,1,0,0,0,0,0,0,0,0,1,0
3,8,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1939,personnelle,sans,decroissant,vl,aucun,vehicule,9,2,2,8,1,0,0,0,0,0,0,1,1,0,0
21,4,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,normale,aucun,particuliere,80,conducteur,masculin,1994,personnelle,sans,croissant,vl,aucun,aucun,14,1,1,23,1,0,0,0,0,0,1,1,1,1,1
8,8,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,zones,particuliere,30,conducteur,masculin,1957,personnelle,sans,inconnu,cycle_edp,structurel,aucun,0,1,1,15,0,0,0,0,0,0,1,0,1,0,1
24,9,crepuscule_aube,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,50,conducteur,feminin,2003,personnelle,sans,inconnu,cycle_edp,aucun,vehicule,26,2,2,20,0,0,0,0,0,0,0,1,0,0,1
24,6,jour,non,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1970,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,20,0,0,1,0,0,0,0,0,0,1,1
25,12,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,passager_avant,masculin,1986,personnelle,sans,croissant,vl,structurel,aucun,1,1,2,19,1,0,0,0,0,0,1,0,0,0,1
12,2,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,feminin,1959,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,15,2,2,16,0,0,1,0,0,0,1,0,1,0,1
4,11,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,zones,normale,50,conducteur,masculin,1966,personnelle,sans,croissant,2rm,aucun,vehicule,2,2,3,15,0,0,1,0,0,0,1,0,0,0,1
26,6,nocturne,non,aucun,normale,autres,route_secondaire,complexe,avec,plat,rectiligne,normale,aucun,normale,110,passager_avant,feminin,1968,personnelle,sans,croissant,2rm,aucun,vehicule,2,3,6,1,0,0,1,0,0,0,0,1,0,0,1
6,5,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1990,domicile,sans,inconnu,2rm,aucun,vehicule,17,2,5,13,0,1,1,0,0,0,0,0,0,1,1
12,11,jour,non,complexe,normale,autres,route_principale,simple,sans,incline,courbe,normale,aucun,particuliere,110,conducteur,masculin,1976,personnelle,sans,croissant,vl,structurel,aucun,1,1,1,11,1,0,0,0,0,0,0,0,0,0,1
3,11,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,1986,domicile,sans,croissant,2rm,structurel,aucun,2,3,3,15,0,1,1,0,0,0,1,0,0,0,1
20,9,nocturne,oui,simple,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,normale,routiers,normale,30,conducteur,feminin,1973,personnelle,sans,croissant,cycle_edp,structurel,aucun,16,1,1,20,0,0,0,0,0,0,1,0,0,0,1
19,3,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1985,personnelle,sans,inconnu,vl,aucun,aucun,1,3,5,17,0,0,0,0,0,0,0,1,0,0,0
2,9,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1981,personnelle,sans,inconnu,vl,aucun,vehicule,17,2,2,12,1,0,0,0,0,0,0,0,0,1,0
14,4,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2002,personnelle,sans,croissant,vl,aucun,aucun,15,2,2,21,1,0,0,0,0,0,1,0,0,0,0
27,11,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1954,personnelle,sans,decroissant,vl,structurel,aucun,13,1,1,21,1,0,0,0,0,0,1,0,0,0,1
30,9,jour,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1980,autre,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,17,0,0,0,0,0,0,1,0,0,0,0
29,8,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1943,personnelle,sans,inconnu,cycle_edp,aucun,vehicule,17,2,2,10,0,0,0,0,0,0,0,0,0,1,1
10,9,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,complexe,sans,plat,rectiligne,humide,zones,particuliere,10,pieton,masculin,2013,personnelle,autre,decroissant,vl,structurel,pieton,9,1,2,20,0,0,0,0,0,0,1,0,1,0,0
9,3,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,130,conducteur,masculin,1980,professionnelle,sans,decroissant,pl,aucun,aucun,1,2,2,16,1,0,0,0,0,0,0,1,1,0,0
14,7,crepuscule_aube,non,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1998,personnelle,sans,decroissant,vl,structurel,aucun,16,1,1,19,0,0,0,0,0,0,1,0,0,0,1
13,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1974,professionnelle,sans,decroissant,vl,aucun,vehicule,2,2,2,12,1,0,0,0,0,0,0,1,0,0,0
30,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,passager,masculin,2015,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,5,12,1,0,0,0,0,0,1,0,0,0,1
19,9,crepuscule_aube,non,aucun,pluvieuses,autres,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,90,conducteur,feminin,1992,personnelle,sans,decroissant,vl,structurel,aucun,23,6,7,19,1,0,0,0,1,0,0,1,0,0,0
28,6,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,1970,professionnelle,sans,inconnu,pl,aucun,aucun,0,1,1,11,1,0,0,0,0,0,1,0,0,0,0
27,6,crepuscule_aube,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1996,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,19,0,0,0,0,0,0,0,0,1,0,1
24,12,jour,non,aucun,difficiles,autres,route_principale,simple,sans,incline,rectiligne,humide,aucun,normale,80,conducteur,masculin,1936,personnelle,sans,decroissant,vl,aucun,vehicule,13,4,4,8,1,0,0,0,0,0,1,0,1,0,1
7,9,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1966,professionnelle,sans,decroissant,pl,aucun,vehicule,14,2,2,5,1,0,0,0,0,0,0,1,0,1,0
29,7,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,courbe,normale,aucun,normale,50,conducteur,masculin,2008,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,3,0,0,1,1,0,0,0,1,0,0,0,1
27,11,nocturne,oui,aucun,difficiles,autres,route_secondaire,simple,sans,incline,rectiligne,humide,zones,normale,50,pieton,feminin,1999,personnelle,chaussee,inconnu,vl,aucun,pieton,1,1,2,19,0,0,0,0,0,0,1,0,0,0,1
30,5,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,routiers,normale,50,conducteur,masculin,2001,personnelle,sans,inconnu,vl,aucun,vehicule,1,3,4,10,1,0,0,0,0,0,0,1,0,0,0
13,10,jour,non,simple,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,70,conducteur,feminin,1978,personnelle,sans,decroissant,vl,aucun,vehicule,23,3,4,18,1,0,0,0,0,0,0,1,0,0,0
29,6,jour,non,aucun,normale,sans_collision,route_principale,complexe,sans,plat,rectiligne,normale,routiers,normale,90,conducteur,masculin,1983,personnelle,sans,decroissant,vl,structurel,aucun,16,1,5,20,1,0,0,0,0,0,1,0,0,0,0
30,8,crepuscule_aube,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1943,personnelle,sans,decroissant,vl,aucun,aucun,1,2,2,7,1,0,0,0,0,0,1,0,0,0,1
12,11,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,90,passager,feminin,2019,personnelle,sans,croissant,vl,aucun,vehicule,2,2,6,17,0,0,0,0,0,1,1,0,0,0,0
22,10,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2002,personnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,23,0,0,1,0,0,0,1,0,0,0,1
31,5,crepuscule_aube,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,passager,feminin,1966,personnelle,sans,croissant,vl,aucun,vehicule,1,2,5,21,1,0,0,0,0,0,1,0,1,0,0
15,12,nocturne,non,aucun,pluvieuses,sans_collision,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,110,passager_avant,masculin,1999,personnelle,sans,decroissant,vl,structurel,aucun,12,1,2,6,0,0,0,0,0,0,0,0,1,0,1
22,8,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,conducteur,masculin,1938,personnelle,sans,croissant,vl,aucun,vehicule,15,2,3,14,1,0,0,0,0,0,1,0,0,0,1
7,9,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,1993,personnelle,sans,decroissant,vl,structurel,aucun,13,1,1,5,1,0,0,0,0,0,1,0,1,0,1
9,10,jour,oui,simple,normale,autres,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1989,domicile,sans,inconnu,vl,structurel,aucun,1,1,1,15,1,0,0,0,0,0,1,0,1,0,1
11,7,jour,oui,aucun,normale,autres,route_secondaire,complexe,sans,incline,courbe,normale,aucun,particuliere,50,conducteur,masculin,1988,domicile,sans,croissant,2rm,structurel,aucun,14,1,1,10,0,1,1,0,0,0,1,0,0,0,1
22,6,crepuscule_aube,non,aucun,normale,deux_vl,route_principale,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1980,autre,sans,inconnu,vl,aucun,vehicule,13,2,2,5,1,0,0,0,0,0,1,0,1,0,1
9,8,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,passager_avant,feminin,1982,domicile,sans,inconnu,vl,aucun,vehicule,19,2,5,13,1,0,0,0,0,0,1,0,0,0,0
23,3,jour,oui,complexe,normale,autres,autre,simple,sans,plat,rectiligne,normale,zones,particuliere,10,conducteur,feminin,1981,autre,sans,inconnu,vl,aucun,pieton,26,1,2,12,0,0,0,0,0,0,1,0,0,0,0
18,2,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1964,autre,sans,decroissant,vl,aucun,vehicule,15,2,3,15,1,0,0,0,0,0,1,0,0,1,1
5,8,jour,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1960,personnelle,sans,croissant,cycle_edp,aucun,vehicule,11,2,2,11,0,0,0,0,1,0,1,0,0,0,1
10,11,nocturne,non,aucun,normale,autres,route_principale,simple,sans,incline,courbe,humide,aucun,particuliere,80,passager_avant,masculin,2007,personnelle,sans,decroissant,vl,structurel,aucun,1,1,4,23,1,0,0,0,0,0,1,1,1,1,0
22,2,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1933,personnelle,chaussee,croissant,vl,aucun,pieton,9,1,2,13,0,0,0,0,0,0,1,0,0,0,1
2,5,nocturne,oui,simple,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,particuliere,50,conducteur,masculin,1961,domicile,sans,decroissant,vl,structurel,aucun,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1
9,4,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1939,personnelle,sans,inconnu,vl,aucun,vehicule,1,3,3,9,1,0,0,0,0,0,1,0,1,0,1
22,7,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1995,personnelle,sans,decroissant,2rm,aucun,vehicule,7,2,3,18,0,0,1,0,0,0,1,0,0,0,0
9,10,jour,non,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2001,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,14,0,0,1,0,0,0,1,0,0,0,0
28,1,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,masculin,1981,personnelle,sans,decroissant,vl,naturel,aucun,1,1,1,19,0,0,0,0,0,0,0,0,0,1,1
18,4,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1996,personnelle,sans,croissant,vl,structurel,aucun,2,1,1,19,1,0,0,0,0,0,1,1,1,1,1
29,10,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,conducteur,feminin,1970,domicile,sans,decroissant,vl,aucun,vehicule,9,2,3,16,1,0,0,0,0,0,1,0,0,1,0
23,7,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,pieton,masculin,1939,personnelle,chaussee,inconnu,pl,aucun,pieton,26,1,2,15,0,0,0,0,0,0,1,0,0,1,0
25,6,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1952,personnelle,sans,croissant,vl,aucun,pieton,1,1,2,8,0,0,0,0,0,0,1,0,1,0,1
17,11,jour,non,aucun,pluvieuses,autres,route_principale,complexe,sans,plat,courbe,humide,aucun,normale,110,conducteur,masculin,1990,professionnelle,sans,croissant,pl,aucun,vehicule,2,3,3,15,1,0,0,0,0,0,1,0,0,0,0
10,6,nocturne,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1987,personnelle,sans,croissant,vl,structurel,aucun,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0
30,5,jour,oui,simple,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,feminin,1942,personnelle,sans,croissant,vl,aucun,vehicule,15,2,3,19,1,0,0,0,0,0,1,0,0,0,0
20,3,nocturne,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,pieton,masculin,1966,personnelle,chaussee,croissant,2rm,aucun,pieton,1,1,3,21,0,0,0,0,0,0,0,0,0,1,1
9,10,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1987,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,1,1,0,0,1,0,0,1,0,1,0,0
31,7,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1988,professionnelle,sans,croissant,pl,naturel,aucun,14,1,1,1,1,0,0,0,0,0,1,0,0,0,1
15,8,jour,oui,aucun,normale,deux_vl,route_principale,simple,sans,incline,courbe,normale,aucun,normale,50,conducteur,masculin,1985,autre,sans,decroissant,vl,aucun,vehicule,1,2,3,17,1,0,0,0,0,0,1,0,1,0,0
1,9,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1973,autre,sans,inconnu,vl,structurel,vehicule,17,2,2,17,0,0,0,0,0,0,1,0,0,1,1
14,11,nocturne,oui,complexe,pluvieuses,autres,route_secondaire,simple,sans,incline,rectiligne,humide,aucun,normale,50,passager,masculin,1989,personnelle,sans,croissant,vl,structurel,aucun,1,1,4,19,0,0,0,0,0,0,1,0,0,0,1
18,8,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,feminin,1961,personnelle,sans,croissant,vl,aucun,vehicule,1,3,5,10,1,0,0,0,0,0,1,0,1,0,0
13,1,crepuscule_aube,oui,aucun,difficiles,autres,route_secondaire,simple,avec,incline,courbe,autre,routiers,particuliere,50,passager,feminin,1994,domicile,sans,inconnu,pl,structurel,aucun,8,1,21,8,0,0,0,0,0,0,1,0,1,0,0
12,12,nocturne,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,1975,autre,sans,croissant,2rm,aucun,aucun,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
27,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1995,personnelle,sans,decroissant,vl,aucun,vehicule,13,2,2,17,1,0,0,0,0,0,1,0,0,0,1
6,5,jour,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,masculin,1991,personnelle,sans,croissant,2rm,aucun,vehicule,2,3,3,15,0,0,1,0,0,0,1,0,0,0,1
8,2,jour,oui,aucun,difficiles,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,autre,aucun,normale,30,conducteur,masculin,1972,domicile,sans,inconnu,vl,aucun,vehicule,1,2,2,8,1,0,0,0,0,0,1,0,0,0,0
14,12,nocturne,oui,simple,normale,deux_vl,route_principale,simple,sans,incline,courbe,normale,zones,normale,50,conducteur,masculin,1996,professionnelle,sans,croissant,vl,aucun,vehicule,19,2,5,22,1,0,0,0,0,0,0,1,1,0,0
24,9,jour,non,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,passager_avant,masculin,2002,personnelle,sans,croissant,vl,aucun,vehicule,6,2,6,18,1,0,0,0,0,0,1,0,0,1,0
27,2,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,aucun,normale,70,passager_avant,feminin,1950,personnelle,sans,croissant,vl,aucun,aucun,1,2,3,9,1,0,0,0,0,0,1,0,0,0,1
10,6,jour,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,incline,courbe,normale,routiers,normale,50,conducteur,masculin,1990,autre,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,16,0,0,0,0,0,0,1,0,0,0,1
8,7,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1972,personnelle,sans,decroissant,vl,structurel,aucun,1,1,1,8,1,0,0,0,0,0,1,0,0,0,0
3,9,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1963,personnelle,sans,inconnu,vl,aucun,pieton,15,1,2,8,0,0,0,0,0,0,1,0,1,0,0
9,6,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1972,domicile,sans,decroissant,vl,aucun,vehicule,13,2,2,16,1,0,0,0,0,0,1,0,0,0,1
6,4,crepuscule_aube,oui,simple,normale,deux_vl,route_principale,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,2004,domicile,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,7,0,0,1,0,0,0,1,0,0,0,1
18,9,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,feminin,2006,personnelle,sans,inconnu,2rm,structurel,aucun,15,1,1,9,0,1,1,0,0,0,0,0,0,0,0
